election_period,meeting,sitting,agenda,filename
ps2013,42,7,224,samples/sample_audio_statistics_output/2016/03/10/2016031015581612.txt
ps2013,42,5,0,samples/sample_audio_statistics_output/2016/03/08/2016030813581412.txt
ps2013,42,8,18,samples/sample_audio_statistics_output/2016/03/11/2016031109380952.txt
ps2013,42,7,209,samples/sample_audio_statistics_output/2016/03/10/2016031010581112.txt
ps2013,42,2,61,samples/sample_audio_statistics_output/2016/03/02/2016030216081622.txt
ps2013,42,7,214,samples/sample_audio_statistics_output/2016/03/10/2016031012281242.txt
ps2013,42,3,146,samples/sample_audio_statistics_output/2016/03/03/2016030314281442.txt
ps2013,42,7,215,samples/sample_audio_statistics_output/2016/03/10/2016031012381252.txt
ps2017,2,1,1,samples/sample_audio_statistics_output/2017/11/28/2017112814581512.txt
ps2013,42,7,131,samples/sample_audio_statistics_output/2016/03/10/2016031009581012.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030409280942.txt
ps2013,42,10,44,samples/sample_audio_statistics_output/2016/03/23/2016032313481402.txt
ps2013,42,10,153,samples/sample_audio_statistics_output/2016/03/23/2016032309581012.txt
ps2013,42,1,7,samples/sample_audio_statistics_output/2016/03/01/2016030117481802.txt
ps2013,42,6,160,samples/sample_audio_statistics_output/2016/03/09/2016030913181332.txt
ps2013,42,5,15,samples/sample_audio_statistics_output/2016/03/08/2016030817181732.txt
ps2013,42,1,5,samples/sample_audio_statistics_output/2016/03/01/2016030115581612.txt
ps2017,2,2,33,samples/sample_audio_statistics_output/2017/11/30/2017113009380952.txt
ps2013,42,1,2,samples/sample_audio_statistics_output/2016/03/01/2016030115181532.txt
ps2013,42,6,42,samples/sample_audio_statistics_output/2016/03/09/2016030918381852.txt
ps2013,42,2,151,samples/sample_audio_statistics_output/2016/03/02/2016030211081122.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030411381152.txt
ps2013,42,3,224,samples/sample_audio_statistics_output/2016/03/03/2016030315581612.txt
ps2013,42,6,160,samples/sample_audio_statistics_output/2016/03/09/2016030911181132.txt
ps2013,42,3,223,samples/sample_audio_statistics_output/2016/03/03/2016030309280942.txt
ps2013,42,9,0,samples/sample_audio_statistics_output/2016/03/22/2016032214181432.txt
ps2017,2,2,18,samples/sample_audio_statistics_output/2017/11/30/2017113008580912.txt
ps2013,42,6,41,samples/sample_audio_statistics_output/2016/03/09/2016030918181832.txt
ps2013,42,3,140,samples/sample_audio_statistics_output/2016/03/03/2016030311081122.txt
ps2013,42,10,52,samples/sample_audio_statistics_output/2016/03/23/2016032313481402.txt
ps2013,42,7,213,samples/sample_audio_statistics_output/2016/03/10/2016031012081222.txt
ps2013,42,6,160,samples/sample_audio_statistics_output/2016/03/09/2016030910581112.txt
ps2017,2,1,15,samples/sample_audio_statistics_output/2017/11/28/2017112819181932.txt
ps2013,42,2,150,samples/sample_audio_statistics_output/2016/03/02/2016030210381052.txt
ps2013,42,6,41,samples/sample_audio_statistics_output/2016/03/09/2016030917481802.txt
ps2013,42,3,146,samples/sample_audio_statistics_output/2016/03/03/2016030312181232.txt
ps2013,42,6,156,samples/sample_audio_statistics_output/2016/03/09/2016030910481102.txt
ps2013,42,2,61,samples/sample_audio_statistics_output/2016/03/02/2016030215481602.txt
ps2017,2,1,1,samples/sample_audio_statistics_output/2017/11/28/2017112814181432.txt
ps2013,42,2,124,samples/sample_audio_statistics_output/2016/03/02/2016030217481802.txt
ps2013,42,6,14,samples/sample_audio_statistics_output/2016/03/09/2016030916481702.txt
ps2013,42,7,134,samples/sample_audio_statistics_output/2016/03/10/2016031009481002.txt
ps2013,42,10,173,samples/sample_audio_statistics_output/2016/03/23/2016032312381252.txt
ps2013,42,3,217,samples/sample_audio_statistics_output/2016/03/03/2016030311481202.txt
ps2017,2,1,6,samples/sample_audio_statistics_output/2017/11/28/2017112817381752.txt
ps2013,42,10,173,samples/sample_audio_statistics_output/2016/03/23/2016032312581312.txt
ps2013,42,5,0,samples/sample_audio_statistics_output/2016/03/08/2016030815181532.txt
ps2013,42,2,165,samples/sample_audio_statistics_output/2016/03/02/2016030212081222.txt
ps2013,42,3,217,samples/sample_audio_statistics_output/2016/03/03/2016030311581212.txt
ps2017,2,1,2,samples/sample_audio_statistics_output/2017/11/28/2017112815181532.txt
ps2013,42,6,160,samples/sample_audio_statistics_output/2016/03/09/2016030915281542.txt
ps2013,42,10,0,samples/sample_audio_statistics_output/2016/03/23/2016032309080922.txt
ps2013,42,6,156,samples/sample_audio_statistics_output/2016/03/09/2016030910381052.txt
ps2013,42,5,15,samples/sample_audio_statistics_output/2016/03/08/2016030817381752.txt
ps2013,42,3,148,samples/sample_audio_statistics_output/2016/03/03/2016030311181132.txt
ps2013,42,2,151,samples/sample_audio_statistics_output/2016/03/02/2016030211181132.txt
ps2013,42,9,202,samples/sample_audio_statistics_output/2016/03/22/2016032218181832.txt
ps2013,42,9,0,samples/sample_audio_statistics_output/2016/03/22/2016032213581412.txt
ps2013,42,6,0,samples/sample_audio_statistics_output/2016/03/09/2016030908580912.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030409481002.txt
ps2013,42,2,61,samples/sample_audio_statistics_output/2016/03/02/2016030217281742.txt
ps2013,42,2,159,samples/sample_audio_statistics_output/2016/03/02/2016030211381152.txt
ps2013,42,2,162,samples/sample_audio_statistics_output/2016/03/02/2016030211581212.txt
ps2013,42,7,132,samples/sample_audio_statistics_output/2016/03/10/2016031009180932.txt
ps2017,2,1,11,samples/sample_audio_statistics_output/2017/11/28/2017112818281842.txt
ps2013,42,6,73,samples/sample_audio_statistics_output/2016/03/09/2016030915281542.txt
ps2013,42,9,17,samples/sample_audio_statistics_output/2016/03/22/2016032215381552.txt
ps2013,42,9,202,samples/sample_audio_statistics_output/2016/03/22/2016032217281742.txt
ps2013,42,6,160,samples/sample_audio_statistics_output/2016/03/09/2016030912181232.txt
ps2013,42,8,67,samples/sample_audio_statistics_output/2016/03/11/2016031112081222.txt
ps2013,42,5,15,samples/sample_audio_statistics_output/2016/03/08/2016030816081622.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030410581112.txt
ps2013,42,6,160,samples/sample_audio_statistics_output/2016/03/09/2016030912581312.txt
ps2013,42,3,217,samples/sample_audio_statistics_output/2016/03/03/2016030311381152.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030410281042.txt
ps2013,42,1,3,samples/sample_audio_statistics_output/2016/03/01/2016030115381552.txt
ps2013,42,8,67,samples/sample_audio_statistics_output/2016/03/11/2016031112381252.txt
ps2013,42,2,124,samples/sample_audio_statistics_output/2016/03/02/2016030218081822.txt
ps2017,2,1,4,samples/sample_audio_statistics_output/2017/11/28/2017112817081722.txt
ps2013,42,1,6,samples/sample_audio_statistics_output/2016/03/01/2016030116381652.txt
ps2013,42,7,215,samples/sample_audio_statistics_output/2016/03/10/2016031014281442.txt
ps2013,42,7,139,samples/sample_audio_statistics_output/2016/03/10/2016031010081022.txt
ps2013,42,9,221,samples/sample_audio_statistics_output/2016/03/22/2016032214481502.txt
ps2013,42,6,158,samples/sample_audio_statistics_output/2016/03/09/2016030909180932.txt
ps2017,2,1,0,samples/sample_audio_statistics_output/2017/11/28/2017112813581412.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030413381352.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030410381052.txt
ps2013,42,3,224,samples/sample_audio_statistics_output/2016/03/03/2016030317281742.txt
ps2013,42,7,136,samples/sample_audio_statistics_output/2016/03/10/2016031009481002.txt
ps2013,42,9,202,samples/sample_audio_statistics_output/2016/03/22/2016032218581912.txt
ps2013,42,2,165,samples/sample_audio_statistics_output/2016/03/02/2016030211581212.txt
ps2017,2,1,4,samples/sample_audio_statistics_output/2017/11/28/2017112816581712.txt
ps2013,42,7,211,samples/sample_audio_statistics_output/2016/03/10/2016031011081122.txt
ps2013,42,7,206,samples/sample_audio_statistics_output/2016/03/10/2016031010481102.txt
ps2013,42,5,15,samples/sample_audio_statistics_output/2016/03/08/2016030816581712.txt
ps2013,42,6,160,samples/sample_audio_statistics_output/2016/03/09/2016030913481402.txt
ps2013,42,6,40,samples/sample_audio_statistics_output/2016/03/09/2016030917381752.txt
ps2017,2,1,14,samples/sample_audio_statistics_output/2017/11/28/2017112819081922.txt
ps2013,42,2,61,samples/sample_audio_statistics_output/2016/03/02/2016030216381652.txt
ps2013,42,8,166,samples/sample_audio_statistics_output/2016/03/11/2016031109380952.txt
ps2013,42,8,67,samples/sample_audio_statistics_output/2016/03/11/2016031112581312.txt
ps2013,42,7,131,samples/sample_audio_statistics_output/2016/03/10/2016031010081022.txt
ps2013,42,9,202,samples/sample_audio_statistics_output/2016/03/22/2016032216481702.txt
ps2013,42,1,4,samples/sample_audio_statistics_output/2016/03/01/2016030115481602.txt
ps2013,42,10,53,samples/sample_audio_statistics_output/2016/03/23/2016032313281342.txt
ps2013,42,5,15,samples/sample_audio_statistics_output/2016/03/08/2016030818181832.txt
ps2013,42,9,17,samples/sample_audio_statistics_output/2016/03/22/2016032215481602.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030411281142.txt
ps2013,42,10,153,samples/sample_audio_statistics_output/2016/03/23/2016032309280942.txt
ps2013,42,10,52,samples/sample_audio_statistics_output/2016/03/23/2016032313181332.txt
ps2013,42,2,124,samples/sample_audio_statistics_output/2016/03/02/2016030218181832.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030413481402.txt
ps2013,42,7,134,samples/sample_audio_statistics_output/2016/03/10/2016031009380952.txt
ps2013,42,9,202,samples/sample_audio_statistics_output/2016/03/22/2016032217581812.txt
ps2017,2,1,2,samples/sample_audio_statistics_output/2017/11/28/2017112815281542.txt
ps2013,42,8,67,samples/sample_audio_statistics_output/2016/03/11/2016031111281142.txt
ps2013,42,8,67,samples/sample_audio_statistics_output/2016/03/11/2016031113581412.txt
ps2013,42,6,14,samples/sample_audio_statistics_output/2016/03/09/2016030916381652.txt
ps2013,42,7,213,samples/sample_audio_statistics_output/2016/03/10/2016031011581212.txt
ps2013,42,6,36,samples/sample_audio_statistics_output/2016/03/09/2016030917081722.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030409581012.txt
ps2017,2,1,8,samples/sample_audio_statistics_output/2017/11/28/2017112817581812.txt
ps2013,42,10,52,samples/sample_audio_statistics_output/2016/03/23/2016032313281342.txt
ps2013,42,9,221,samples/sample_audio_statistics_output/2016/03/22/2016032214281442.txt
ps2013,42,9,17,samples/sample_audio_statistics_output/2016/03/22/2016032214581512.txt
ps2013,42,6,41,samples/sample_audio_statistics_output/2016/03/09/2016030918281842.txt
ps2013,42,9,202,samples/sample_audio_statistics_output/2016/03/22/2016032217181732.txt
ps2013,42,5,15,samples/sample_audio_statistics_output/2016/03/08/2016030818481902.txt
ps2013,42,9,17,samples/sample_audio_statistics_output/2016/03/22/2016032215581612.txt
ps2013,42,9,17,samples/sample_audio_statistics_output/2016/03/22/2016032215181532.txt
ps2013,42,7,0,samples/sample_audio_statistics_output/2016/03/10/2016031008580912.txt
ps2013,42,2,157,samples/sample_audio_statistics_output/2016/03/02/2016030211581212.txt
ps2013,42,2,149,samples/sample_audio_statistics_output/2016/03/02/2016030209380952.txt
ps2013,42,1,0,samples/sample_audio_statistics_output/2016/03/01/2016030114481502.txt
ps2013,42,9,0,samples/sample_audio_statistics_output/2016/03/22/2016032214281442.txt
ps2013,42,8,67,samples/sample_audio_statistics_output/2016/03/11/2016031113481402.txt
ps2013,42,10,172,samples/sample_audio_statistics_output/2016/03/23/2016032311381152.txt
ps2013,42,9,202,samples/sample_audio_statistics_output/2016/03/22/2016032217381752.txt
ps2013,42,8,18,samples/sample_audio_statistics_output/2016/03/11/2016031110581112.txt
ps2013,42,6,37,samples/sample_audio_statistics_output/2016/03/09/2016030917281742.txt
ps2013,42,3,224,samples/sample_audio_statistics_output/2016/03/03/2016030315181532.txt
ps2013,42,6,14,samples/sample_audio_statistics_output/2016/03/09/2016030916281642.txt
ps2017,2,2,18,samples/sample_audio_statistics_output/2017/11/30/2017113009180932.txt
ps2013,42,5,9,samples/sample_audio_statistics_output/2016/03/08/2016030815481602.txt
ps2013,42,6,158,samples/sample_audio_statistics_output/2016/03/09/2016030909581012.txt
ps2013,42,1,7,samples/sample_audio_statistics_output/2016/03/01/2016030116581712.txt
ps2017,2,1,990,samples/sample_audio_statistics_output/2017/11/28/2017112813581412.txt
ps2013,42,7,137,samples/sample_audio_statistics_output/2016/03/10/2016031009581012.txt
ps2013,42,2,165,samples/sample_audio_statistics_output/2016/03/02/2016030212381252.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030408580912.txt
ps2017,2,1,5,samples/sample_audio_statistics_output/2017/11/28/2017112817281742.txt
ps2013,42,6,36,samples/sample_audio_statistics_output/2016/03/09/2016030916581712.txt
ps2013,42,10,0,samples/sample_audio_statistics_output/2016/03/23/2016032309280942.txt
ps2013,42,3,217,samples/sample_audio_statistics_output/2016/03/03/2016030311281142.txt
ps2013,42,5,9,samples/sample_audio_statistics_output/2016/03/08/2016030815581612.txt
ps2013,42,4,163,samples/sample_audio_statistics_output/2016/03/04/2016030412181232.txt
ps2017,2,1,2,samples/sample_audio_statistics_output/2017/11/28/2017112814581512.txt
ps2013,42,6,158,samples/sample_audio_statistics_output/2016/03/09/2016030909380952.txt
ps2013,42,7,147,samples/sample_audio_statistics_output/2016/03/10/2016031009180932.txt
ps2013,42,3,144,samples/sample_audio_statistics_output/2016/03/03/2016030312181232.txt
ps2013,42,8,67,samples/sample_audio_statistics_output/2016/03/11/2016031110581112.txt
ps2013,42,5,9,samples/sample_audio_statistics_output/2016/03/08/2016030815281542.txt
ps2013,42,1,6,samples/sample_audio_statistics_output/2016/03/01/2016030116181632.txt
ps2013,42,3,224,samples/sample_audio_statistics_output/2016/03/03/2016030316181632.txt
ps2013,42,10,153,samples/sample_audio_statistics_output/2016/03/23/2016032309481002.txt
ps2013,42,2,61,samples/sample_audio_statistics_output/2016/03/02/2016030215581612.txt
ps2017,2,1,13,samples/sample_audio_statistics_output/2017/11/28/2017112818381852.txt
ps2013,42,9,202,samples/sample_audio_statistics_output/2016/03/22/2016032218081822.txt
ps2013,42,7,142,samples/sample_audio_statistics_output/2016/03/10/2016031009080922.txt
ps2013,42,7,139,samples/sample_audio_statistics_output/2016/03/10/2016031010181032.txt
