id	type	name_cs	name_en	name_short	to	from	
JaroslavBzoch.1983	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
JaroslavBzoch.1983	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JaroslavDvorak.1957	politicalGroup	Poslanecký klub Svoboda a přímá demokracie	Political group Freedom and Direct Democracy	SPD	2017-10-26T00:00:00	
JaroslavDvorak.1957	politicalParty	Svoboda a prima demokracie - Tomio Okamura	Freedom and Direct Democracy - Tomio Okamura	SPD	2017-10-21	
JaroslavFaltynek.1962	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
JaroslavFaltynek.1962	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
JaroslavFaltynek.1962	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JaroslavFaltynek.1962	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
JaroslavFaltynek.1962	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
JaroslavFaltynek.1962	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
JaroslavFoldyna.1960	politicalGroup	Poslanecký klub Svoboda a přímá demokracie	Political group Freedom and Direct Democracy	SPD	2020-04-07T00:00:00	
JaroslavFoldyna.1960	politicalGroup	Nezařazení		Nezařaz	2020-02-25T00:00:00	2020-04-07T00:00:00
JaroslavFoldyna.1960	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2017-10-27T00:00:00	2020-02-25T00:00:00
JaroslavFoldyna.1960	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2017-10-21	
JaroslavFoldyna.1960	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
JaroslavFoldyna.1960	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
JaroslavFoldyna.1960	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-06-04T00:00:00	2013-08-28T00:00:00
JaroslavFoldyna.1960	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
JaroslavHolik.1953	politicalGroup	Poslanecký klub Svoboda a přímá demokracie	Political group Freedom and Direct Democracy	SPD	2017-10-26T00:00:00	
JaroslavHolik.1953	politicalParty	Svoboda a prima demokracie - Tomio Okamura	Freedom and Direct Democracy - Tomio Okamura	SPD	2017-10-21	
JaroslavHolik.1953	politicalGroup	Nezařazení	Unclassified Deputies	Nezařaz	2015-07-15T00:00:00	2017-10-26T23:00:00
JaroslavHolik.1953	politicalGroup	Poslanecký klub Úsvit - Národní Koalice	Political group of Usvit - Narodni Koalice	Úsvit	2013-11-05T00:00:00	2015-07-15T00:00:00
JaroslavHolik.1953	politicalParty	Úsvit přímé demokracie Tomia Okamury	Rise of Direct Democracy of Tomio Okamura	Usvit	2013-10-26	2017-10-26
JaroslavKlaska.1962	politicalGroup	Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2014-02-11T00:00:00	2017-10-26T23:00:00
JaroslavKlaska.1962	politicalGroup	Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2013-10-31T00:00:00	2017-10-26T23:00:00
JaroslavKlaska.1962	politicalParty	Křesťanská a demokratická unie - Československá strana lidová	Christian Democratic Union - Czechoslovak People's Party	KDU-ČSL	2013-10-26	2017-10-26
JaroslavKrakora.1955	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-11-26T00:00:00	2017-10-26T23:00:00
JaroslavKrakora.1955	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
JaroslavKrakora.1955	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
JaroslavKrakora.1955	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-07-07T00:00:00	2013-08-28T00:00:00
JaroslavKrakora.1955	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-06-04T00:00:00	2013-08-28T00:00:00
JaroslavKrakora.1955	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
JaroslavKrakora.1955	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political Group of the Czech Social Democratic Party	ČSSD	2006-10-03T00:00:00	2010-06-03T14:00:00
JaroslavKrakora.1955	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political Group of the Czech Social Democratic Party	ČSSD	2006-06-05T00:00:00	2010-06-03T14:00:00
JaroslavKrakora.1955	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2006-06-03	2010-06-03
JaroslavKrakora.1955	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2002-06-21T00:00:00	2006-06-15T13:00:00
JaroslavKrakora.1955	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2002-06-15	2006-06-15
JaroslavKytyr.1963	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
JaroslavKytyr.1963	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JaroslavLobkowicz.1942	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2013-10-31T00:00:00	2017-10-26T23:00:00
JaroslavLobkowicz.1942	politicalParty	TOP 09	TOP 09	TOP09	2013-10-26	2017-10-26
JaroslavLobkowicz.1942	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2010-06-10T00:00:00	2013-08-28T00:00:00
JaroslavLobkowicz.1942	politicalParty	TOP 09	TOP 09	TOP09	2010-05-29	2013-08-28
JaroslavLobkowicz.1942	politicalGroup	Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové	Political group Christian Democratic Union - Czechoslovak People's Party	KDU-ČSL	2002-06-19T00:00:00	2006-06-15T13:00:00
JaroslavLobkowicz.1942	politicalParty	Koalice	Coalition	K	2002-06-15	2006-06-15
JaroslavLobkowicz.1942	politicalGroup	Poslanecký klub Křesťanské a demokratické unie - Československé strany lidové	Political group Christian Democratic Union - Czechoslovak People's Party	KDU-ČSL	1998-06-25T00:00:00	2002-06-20T00:00:00
JaroslavLobkowicz.1942	politicalParty	Křesťanská a demokratická unie - Československá strana lidová	Christian Democratic Union - Czechoslovak People's Party	KDU-ČSL	1998-06-20	2002-06-20
JaroslavMartinu.1959	politicalGroup	Poslanecký klub Občanské demokratické strany	Political group Civic Democratic Party	ODS	2017-10-24T00:00:00	
JaroslavMartinu.1959	politicalParty	Občanská demokratická strana	Civic Democratic Party	ODS	2017-10-21	
JaroslavMartinu.1959	politicalGroup	Poslanecký klub Občanské demokratické strany	Political group Civic Democratic Party	ODS	2010-05-30T00:00:00	2013-08-28T00:00:00
JaroslavMartinu.1959	politicalParty	Občanská demokratická strana	Civic Democratic Party	ODS	2010-05-29	2013-08-28
JaroslavVymazal.1955	politicalGroup	Poslanecký klub Občanské demokratické strany	Political group Civic Democratic Party	ODS	2020-10-10T14:00:00	
JaroslavVymazal.1955	politicalParty	Občanská demokratická strana	Civic Democratic Party	ODS	2017-10-21	
JaroslavZavadil.1944	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
JaroslavZavadil.1944	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
JaroslavaPokornaJermanova.1970	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	2017-11-24T15:00:00
JaroslavaPokornaJermanova.1970	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JaroslavaPokornaJermanova.1970	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-01-03T12:00:00
JaroslavaPokornaJermanova.1970	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
JaroslavaPuntova.1957	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2020-12-31T12:00:00	
JaroslavaPuntova.1957	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JeronymTejc.1977	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2013-11-19T00:00:00
JeronymTejc.1977	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
JeronymTejc.1977	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
JeronymTejc.1977	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2011-12-06T00:00:00	2013-08-28T00:00:00
JeronymTejc.1977	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-07-07T00:00:00	2011-12-06T00:00:00
JeronymTejc.1977	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-06-04T00:00:00	2013-08-28T00:00:00
JeronymTejc.1977	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
JeronymTejc.1977	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political Group of the Czech Social Democratic Party	ČSSD	2006-06-05T00:00:00	2010-06-03T14:00:00
JeronymTejc.1977	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2006-06-03	2010-06-03
JiriBehounek.1952	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2017-10-27T00:00:00	
JiriBehounek.1952	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2017-10-21	
JiriBehounek.1952	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
JiriBehounek.1952	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
JiriBlaha.1961	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
JiriBlaha.1961	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JiriCarbol.1959	politicalGroup	Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2006-06-16T00:00:00	2010-06-03T14:00:00
JiriCarbol.1959	politicalParty	Křesťanská a demokratická unie - Československá strana lidová	Christian Democratic Union - Czechoslovak People's Party	KDU-ČSL	2006-06-03	2010-06-03
JiriDienstbier.1969	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2011-03-25T13:00:00	2011-03-26T14:00:00
JiriDienstbier.1969	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
JiriDienstbier.1969	politicalGroup	Občanské hnutí		OH	1991-05-13T00:00:00	1992-04-21T00:00:00
JiriDienstbier.1969	politicalGroup	Občanské fórum		OF	1990-09-26T00:00:00	1991-03-19T00:00:00
JiriDolejs.1961	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2017-10-24T00:00:00	
JiriDolejs.1961	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2017-10-21	
JiriDolejs.1961	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2013-10-27T00:00:00	2017-10-26T23:00:00
JiriDolejs.1961	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2013-10-26	2017-10-26
JiriDolejs.1961	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2010-06-02T00:00:00	2013-08-28T00:00:00
JiriDolejs.1961	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2010-05-29	2013-08-28
JiriDolejs.1961	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political Group of the Communist Party of Bohemia and Moravia	KSČM	2006-06-08T00:00:00	2010-06-03T14:00:00
JiriDolejs.1961	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2006-06-03	2010-06-03
JiriDolejs.1961	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2002-06-19T00:00:00	2006-06-15T13:00:00
JiriDolejs.1961	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2002-06-15	2006-06-15
JiriHlavaty.1948	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	2017-11-24T15:00:00
JiriHlavaty.1948	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JiriHolecek.1972	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
JiriHolecek.1972	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
JiriJunek.1973	politicalGroup	Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2013-10-31T00:00:00	2017-10-26T23:00:00
JiriJunek.1973	politicalParty	Křesťanská a demokratická unie - Československá strana lidová	Christian Democratic Union - Czechoslovak People's Party	KDU-ČSL	2013-10-26	2017-10-26
JiriKobza.1955	politicalGroup	Poslanecký klub Svoboda a přímá demokracie	Political group Freedom and Direct Democracy	SPD	2017-10-26T00:00:00	
JiriKobza.1955	politicalParty	Svoboda a prima demokracie - Tomio Okamura	Freedom and Direct Democracy - Tomio Okamura	SPD	2017-10-21	
JiriKohoutek.1964	politicalGroup	Poslanecký klub Svoboda a přímá demokracie	Political group Freedom and Direct Democracy	SPD	2017-10-26T00:00:00	
JiriKohoutek.1964	politicalParty	Svoboda a prima demokracie - Tomio Okamura	Freedom and Direct Democracy - Tomio Okamura	SPD	2017-10-21	
JiriKoskuba.1955	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
JiriKoskuba.1955	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
JiriKoskuba.1955	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-06-04T00:00:00	2013-08-28T00:00:00
JiriKoskuba.1955	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
JiriKoubek.1976	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2013-10-31T00:00:00	2017-10-26T23:00:00
JiriKoubek.1976	politicalParty	TOP 09	TOP 09	TOP09	2013-10-26	2017-10-26
JiriMasek.1958	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
JiriMasek.1958	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JiriMihola.1972	politicalGroup	Poslanecký klub KDU-ČSL	Political group Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2017-10-24T00:00:00	
JiriMihola.1972	politicalGroup	Poslanecký klub KDU-ČSL	Political group Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2017-10-24T00:00:00	
JiriMihola.1972	politicalParty	Křesťanská a demokratická unie - Československá strana lidová	Christian Democratic Union - Czechoslovak People's Party	KDU-ČSL	2017-10-21	
JiriMihola.1972	politicalGroup	Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2014-02-04T00:00:00	2017-10-26T23:00:00
JiriMihola.1972	politicalGroup	Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2013-10-31T00:00:00	2017-10-26T23:00:00
JiriMihola.1972	politicalParty	Křesťanská a demokratická unie - Československá strana lidová	Christian Democratic Union - Czechoslovak People's Party	KDU-ČSL	2013-10-26	2017-10-26
JiriPetru.1956	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
JiriPetru.1956	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
JiriPetru.1956	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-06-04T00:00:00	2013-08-28T00:00:00
JiriPetru.1956	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
JiriPetru.1956	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political Group of the Czech Social Democratic Party	ČSSD	2006-06-05T00:00:00	2010-06-03T14:00:00
JiriPetru.1956	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2006-06-03	2010-06-03
JiriPospisil.1975	politicalGroup	Nezařazení	Unclassified Deputies	Nezařaz	2014-02-04T10:00:00	2014-06-20T17:00:00
JiriPospisil.1975	politicalGroup	Poslanecký klub Občanské demokratické strany	Political Group of the Civic Democratic Party	ODS	2013-10-30T00:00:00	2014-02-04T10:00:00
JiriPospisil.1975	politicalParty	Občanská demokratická strana	Civic Democratic Party	ODS	2013-10-26	2017-10-26
JiriPospisil.1975	politicalGroup	Poslanecký klub Občanské demokratické strany	Political group Civic Democratic Party	ODS	2010-05-30T00:00:00	2013-08-28T00:00:00
JiriPospisil.1975	politicalParty	Občanská demokratická strana	Civic Democratic Party	ODS	2010-05-29	2013-08-28
JiriPospisil.1975	politicalGroup	Poslanecký klub Občanské demokratické strany	Political Group of the Civic Democratic Party	ODS	2006-06-08T00:00:00	2010-06-03T14:00:00
JiriPospisil.1975	politicalParty	Občanská demokratická strana	Civic Democratic Party	ODS	2006-06-03	2010-06-03
JiriPospisil.1975	politicalGroup	Poslanecký klub Občanské demokratické strany	Political group Civic Democratic Party	ODS	2002-06-25T00:00:00	2006-06-15T13:00:00
JiriPospisil.1975	politicalParty	Občanská demokratická strana	Civic Democratic Party	ODS	2002-06-15	2006-06-15
JiriRusnok.1960	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2002-06-21T00:00:00	2003-04-23T00:00:00
JiriRusnok.1960	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2002-06-15	2006-06-15
JiriSkalicky.1954	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2013-10-31T00:00:00	2017-10-26T23:00:00
JiriSkalicky.1954	politicalParty	TOP 09	TOP 09	TOP09	2013-10-26	2017-10-26
JiriSkalicky.1954	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2010-06-10T00:00:00	2013-08-28T00:00:00
JiriSkalicky.1954	politicalParty	TOP 09	TOP 09	TOP09	2010-05-29	2013-08-28
JiriStetina.1941	politicalGroup	Poslanecký klub Úsvit - Národní Koalice	Political group of Usvit - Narodni Koalice	Úsvit	2013-11-05T00:00:00	2017-10-26T23:00:00
JiriStetina.1941	politicalParty	Úsvit přímé demokracie Tomia Okamury	Rise of Direct Democracy of Tomio Okamura	Usvit	2013-10-26	2017-10-26
JiriStetina.1941	politicalGroup	Poslanecký klub Věci veřejné	Political group Public Affairs Party	VV	2010-05-31T00:00:00	2013-08-28T00:00:00
JiriStetina.1941	politicalParty	Věci veřejné	Public Matters	VV	2010-05-29	2013-08-28
JiriStrycek.1959	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
JiriStrycek.1959	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JiriValenta.1965	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2017-10-24T00:00:00	
JiriValenta.1965	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2017-10-21	
JiriValenta.1965	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2013-10-27T00:00:00	2017-10-26T23:00:00
JiriValenta.1965	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2013-10-26	2017-10-26
JiriVentruba.1950	politicalGroup	Poslanecký klub Občanské demokratické strany	Political group Civic Democratic Party	ODS	2017-10-24T00:00:00	2021-03-09T19:00:00
JiriVentruba.1950	politicalParty	Občanská demokratická strana	Civic Democratic Party	ODS	2017-10-21	
JiriZemanek.1965	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
JiriZemanek.1965	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
JiriZemanek.1965	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-06-04T00:00:00	2013-08-28T00:00:00
JiriZemanek.1965	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
JiriZimola.1971	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2014-03-31T00:00:00
JiriZimola.1971	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
JiriZlatuska.1957	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
JiriZlatuska.1957	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
JitkaChalankova.1957	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2013-10-31T00:00:00	2015-12-08T00:00:00
JitkaChalankova.1957	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2013-10-31T00:00:00	2017-10-26T23:00:00
JitkaChalankova.1957	politicalParty	TOP 09	TOP 09	TOP09	2013-10-26	2017-10-26
JitkaChalankova.1957	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2010-06-10T00:00:00	2013-08-28T00:00:00
JitkaChalankova.1957	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2010-06-10T00:00:00	2013-08-28T00:00:00
JitkaChalankova.1957	politicalParty	TOP 09	TOP 09	TOP09	2010-05-29	2013-08-28
JosefBelica.1978	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
JosefBelica.1978	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JosefHajek.1956	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
JosefHajek.1956	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
JosefHajek.1956	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JosefHajek.1956	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
JosefHajek.1956	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
JosefKott.1970	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
JosefKott.1970	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
JosefKott.1970	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-12-03T10:00:00	2017-10-26T23:00:00
JosefKott.1970	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
JosefNekl.1953	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2013-10-27T00:00:00	2017-10-26T23:00:00
JosefNekl.1953	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2013-10-26	2017-10-26
JosefNekl.1953	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2010-06-02T00:00:00	2013-08-28T00:00:00
JosefNekl.1953	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2010-05-29	2013-08-28
JosefNovotny.1952	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
JosefNovotny.1952	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
JosefNovotny.1952	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-06-04T00:00:00	2013-08-28T00:00:00
JosefNovotny.1952	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
JosefSenfeld.1961	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2013-10-27T00:00:00	2017-10-26T23:00:00
JosefSenfeld.1961	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2013-10-26	2017-10-26
JosefSenfeld.1961	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2010-06-02T00:00:00	2013-08-28T00:00:00
JosefSenfeld.1961	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2010-05-29	2013-08-28
JosefSenfeld.1961	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political Group of the Communist Party of Bohemia and Moravia	KSČM	2006-06-08T00:00:00	2010-06-03T14:00:00
JosefSenfeld.1961	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2006-06-03	2010-06-03
JosefSenfeld.1961	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2002-06-19T00:00:00	2006-06-15T13:00:00
JosefSenfeld.1961	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2002-06-15	2006-06-15
JosefUhlik.1963	politicalGroup	Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2013-10-31T00:00:00	2017-10-26T23:00:00
