id	type	name_cs	name_en	name_short	to	from	
MargitaBalastikova.1967	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
MargitaBalastikova.1967	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
MargitaBalastikova.1967	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2014-10-01T00:00:00	2017-10-26T23:00:00
MargitaBalastikova.1967	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
MargitaBalastikova.1967	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MarianBojko.1962	politicalGroup	Nezařazení		Nezařaz	2019-03-19T00:00:00	
MarianBojko.1962	politicalGroup	Poslanecký klub Svoboda a přímá demokracie	Political group Freedom and Direct Democracy	SPD	2017-10-26T00:00:00	2019-03-19T00:00:00
MarianBojko.1962	politicalParty	Svoboda a prima demokracie - Tomio Okamura	Freedom and Direct Democracy - Tomio Okamura	SPD	2017-10-21	
MarianJurecka.1981	politicalGroup	Poslanecký klub KDU-ČSL	Political group Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2017-10-24T00:00:00	
MarianJurecka.1981	politicalParty	Křesťanská a demokratická unie - Československá strana lidová	Christian Democratic Union - Czechoslovak People's Party	KDU-ČSL	2017-10-21	
MarianJurecka.1981	politicalGroup	Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2013-12-03T00:00:00	2014-02-04T00:00:00
MarianJurecka.1981	politicalGroup	Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2013-10-31T00:00:00	2013-12-03T00:00:00
MarianJurecka.1981	politicalGroup	Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	KDU-ČSL	2013-10-31T00:00:00	2017-10-26T23:00:00
MarianJurecka.1981	politicalParty	Křesťanská a demokratická unie - Československá strana lidová	Christian Democratic Union - Czechoslovak People's Party	KDU-ČSL	2013-10-26	2017-10-26
MarieBenesova.1948	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
MarieBenesova.1948	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
MariePencikova.1979	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2018-12-04T16:00:00	
MariePencikova.1979	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2017-10-21	
MariePencikova.1979	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2013-10-27T00:00:00	2017-10-26T23:00:00
MariePencikova.1979	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2013-10-26	2017-10-26
MarketaPekarovaAdamova.1984	politicalGroup	Poslanecký klub TOP 09	Political group TOP 09	TOP09	2017-10-31T00:00:00	2021-01-19T00:00:00
MarketaPekarovaAdamova.1984	politicalGroup	Poslanecký klub TOP 09	Political group TOP 09	TOP09	2017-10-31T00:00:00	
MarketaPekarovaAdamova.1984	politicalParty	TOP 09	TOP 09	TOP09	2017-10-21	
MarketaPekarovaAdamova.1984	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2013-10-31T00:00:00	2017-10-26T23:00:00
MarketaPekarovaAdamova.1984	politicalParty	TOP 09	TOP 09	TOP09	2013-10-26	2017-10-26
MarketaWernerova.1983	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
MarketaWernerova.1983	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
MartaSemelova.1960	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2013-10-27T00:00:00	2017-10-26T23:00:00
MartaSemelova.1960	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2013-10-26	2017-10-26
MartaSemelova.1960	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2010-06-02T00:00:00	2013-08-28T00:00:00
MartaSemelova.1960	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2010-05-29	2013-08-28
MartinBaxa.1975	politicalGroup	Poslanecký klub Občanské demokratické strany	Political group Civic Democratic Party	ODS	2017-10-24T00:00:00	
MartinBaxa.1975	politicalParty	Občanská demokratická strana	Civic Democratic Party	ODS	2017-10-21	
MartinJiranek.1978	politicalGroup	Poslanecký klub České pirátské strany	Political group Czech Pirate Party	Piráti	2018-02-28T00:00:00	
MartinJiranek.1978	politicalGroup	Poslanecký klub České pirátské strany	Political group Czech Pirate Party	Piráti	2017-10-22T00:00:00	
MartinJiranek.1978	politicalParty	Česká pirátská strana	Czech Pirate Party	Piráti	2017-10-21	
MartinKolovratnik.1975	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
MartinKolovratnik.1975	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
MartinKolovratnik.1975	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
MartinKolovratnik.1975	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MartinKomarek.1961	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
MartinKomarek.1961	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MartinKupka.1975	politicalGroup	Poslanecký klub Občanské demokratické strany	Political group Civic Democratic Party	ODS	2017-11-20T00:00:00	
MartinKupka.1975	politicalParty	Občanská demokratická strana	Civic Democratic Party	ODS	2017-10-21	
MartinLank.1976	politicalGroup	Poslanecký klub Úsvit - Národní Koalice	Political group of Usvit - Narodni Koalice	Úsvit	2015-12-15T00:00:00	2017-10-26T23:00:00
MartinLank.1976	politicalGroup	Poslanecký klub Úsvit - Národní Koalice	Political group of Usvit - Narodni Koalice	Úsvit	2013-11-05T00:00:00	2017-10-26T23:00:00
MartinLank.1976	politicalParty	Úsvit přímé demokracie Tomia Okamury	Rise of Direct Democracy of Tomio Okamura	Usvit	2013-10-26	2017-10-26
MartinNovotny.1972	politicalGroup	Poslanecký klub Občanské demokratické strany	Political Group of the Civic Democratic Party	ODS	2013-10-30T00:00:00	2017-10-26T23:00:00
MartinNovotny.1972	politicalParty	Občanská demokratická strana	Civic Democratic Party	ODS	2013-10-26	2017-10-26
MartinPecina.1968	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-06-04T00:00:00	2011-03-25T13:00:00
MartinPecina.1968	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
MartinPlisek.1974	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2017-04-05T00:00:00	2017-10-26T23:00:00
MartinPlisek.1974	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2014-07-01T00:00:00	2017-10-26T23:00:00
MartinPlisek.1974	politicalParty	TOP 09	TOP 09	TOP09	2013-10-26	2017-10-26
MartinPuta.1971	politicalGroup	Poslanecký klub Starostové a nezávislí	Political group Mayors and Independents	STAN	2017-10-23T00:00:00	2017-11-24T15:00:00
MartinPuta.1971	politicalParty	Starostove a nezavisli	Mayors and Independents	STAN	2017-10-21	
MartinSedlar.1972	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
MartinSedlar.1972	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MartinStropnicky.1956	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	2018-10-01T10:00:00
MartinStropnicky.1956	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
MartinStropnicky.1956	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
MartinStropnicky.1956	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MartinTesarik.1954	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political Group of the Czech Social Democratic Party	ČSSD	2006-06-05T00:00:00	2009-03-01T00:00:00
MartinTesarik.1954	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2006-06-03	2010-06-03
MartinaBerdychova.1971	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
MartinaBerdychova.1971	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MatejFichtner.1984	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
MatejFichtner.1984	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MichalHasek.1976	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2014-04-30T23:00:00
MichalHasek.1976	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
MichalHasek.1976	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-06-04T00:00:00	2013-08-28T00:00:00
MichalHasek.1976	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
MichalHasek.1976	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political Group of the Czech Social Democratic Party	ČSSD	2006-06-05T00:00:00	2008-12-31T00:00:00
MichalHasek.1976	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political Group of the Czech Social Democratic Party	ČSSD	2006-06-05T00:00:00	2009-03-01T00:00:00
MichalHasek.1976	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2006-06-03	2010-06-03
MichalHasek.1976	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2006-01-31T00:00:00	2006-06-15T13:00:00
MichalHasek.1976	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2005-02-07T00:00:00	2006-01-31T00:00:00
MichalHasek.1976	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2003-04-01T00:00:00	2005-02-07T00:00:00
MichalHasek.1976	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2002-08-06T00:00:00	2003-03-18T00:00:00
MichalHasek.1976	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2002-06-21T00:00:00	2006-06-15T13:00:00
MichalHasek.1976	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2002-06-15	2006-06-15
MichalKucera.1968	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2017-04-04T00:00:00	2017-10-26T23:00:00
MichalKucera.1968	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2015-02-11T00:00:00	2017-04-04T00:00:00
MichalKucera.1968	politicalGroup	Poslanecký klub TOP 09 a Starostové	Political group TOP 09 a Starostové	TOP09-S	2013-10-31T00:00:00	2017-10-26T23:00:00
MichalKucera.1968	politicalParty	TOP 09	TOP 09	TOP09	2013-10-26	2017-10-26
MichalRatiborsky.1981	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
MichalRatiborsky.1981	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
MikulasFerjencik.1987	politicalGroup	Poslanecký klub České pirátské strany	Political group Czech Pirate Party	Piráti	2017-10-22T00:00:00	
MikulasFerjencik.1987	politicalParty	Česká pirátská strana	Czech Pirate Party	Piráti	2017-10-21	
MikulasPeksa.1986	politicalGroup	Poslanecký klub České pirátské strany	Political group Czech Pirate Party	Piráti	2017-10-30T00:00:00	2018-02-28T00:00:00
MikulasPeksa.1986	politicalGroup	Poslanecký klub České pirátské strany	Political group Czech Pirate Party	Piráti	2017-10-22T00:00:00	2019-06-06T13:00:00
MikulasPeksa.1986	politicalParty	Česká pirátská strana	Czech Pirate Party	Piráti	2017-10-21	
MiladaEmmerova.1944	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-06-04T00:00:00	2012-10-20T14:00:00
MiladaEmmerova.1944	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
MiladaEmmerova.1944	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2002-06-21T00:00:00	2002-08-06T00:00:00
MiladaEmmerova.1944	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2002-06-21T00:00:00	2004-09-24T00:00:00
MiladaEmmerova.1944	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2002-06-15	2006-06-15
MiladaEmmerova.1944	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2000-04-18T13:00:00	2002-06-20T00:00:00
MiladaEmmerova.1944	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	1998-06-24T00:00:00	2002-06-20T00:00:00
MiladaEmmerova.1944	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	1998-06-20	2002-06-20
MiladaEmmerova.1944	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	1996-06-12T00:00:00	1998-06-19T00:00:00
MiladaEmmerova.1944	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	1996-06-01	1998-06-19
MiladaHalikova.1950	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2013-10-27T00:00:00	2017-10-26T23:00:00
MiladaHalikova.1950	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2013-10-26	2017-10-26
MiladaHalikova.1950	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2010-06-02T00:00:00	2013-08-28T00:00:00
MiladaHalikova.1950	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2010-05-29	2013-08-28
MiladaHalikova.1950	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political Group of the Communist Party of Bohemia and Moravia	KSČM	2006-06-08T00:00:00	2010-06-03T14:00:00
MiladaHalikova.1950	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2006-06-03	2010-06-03
MilanBrazdil.1962	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
MilanBrazdil.1962	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
MilanBrazdil.1962	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
MilanBrazdil.1962	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MilanChovanec.1970	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2017-10-27T00:00:00	2019-04-14T00:00:00
MilanChovanec.1970	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2017-10-21	
MilanChovanec.1970	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
MilanChovanec.1970	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
MilanFeranec.1964	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
MilanFeranec.1964	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
MilanHnilicka.1973	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	2021-01-26T00:00:00
MilanHnilicka.1973	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
MilanPour.1965	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-11-24T15:00:00	
MilanPour.1965	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
MilanSarapatka.1955	politicalGroup	Nezařazení	Unclassified Deputies	Nezařaz	2015-03-25T00:00:00	2017-10-26T23:00:00
MilanSarapatka.1955	politicalGroup	Poslanecký klub Úsvit - Národní Koalice	Political group of Usvit - Narodni Koalice	Úsvit	2013-11-05T00:00:00	2015-03-25T00:00:00
MilanSarapatka.1955	politicalParty	Úsvit přímé demokracie Tomia Okamury	Rise of Direct Democracy of Tomio Okamura	Usvit	2013-10-26	2017-10-26
MilanUrban.1958	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2017-10-26T23:00:00
MilanUrban.1958	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
MilanUrban.1958	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2012-12-14T00:00:00	2013-08-28T00:00:00
MilanUrban.1958	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2010-06-04T00:00:00	2013-08-28T00:00:00
MilanUrban.1958	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2010-05-29	2013-08-28
MilanUrban.1958	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political Group of the Czech Social Democratic Party	ČSSD	2006-06-05T00:00:00	2010-06-03T14:00:00
MilanUrban.1958	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2006-06-03	2010-06-03
MilanUrban.1958	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2002-07-18T00:00:00	2003-03-18T00:00:00
MilanUrban.1958	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2002-06-21T00:00:00	2002-07-18T00:00:00
MilanUrban.1958	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2002-06-21T00:00:00	2004-09-24T00:00:00
MilanUrban.1958	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2002-06-15	2006-06-15
MilanUrban.1958	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2000-04-25T00:00:00	2002-06-20T00:00:00
MilanUrban.1958	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	1998-06-24T00:00:00	2002-06-20T00:00:00
MilanUrban.1958	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	1998-06-20	2002-06-20
MilosBabis.1960	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
MilosBabis.1960	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MilosPetera.1958	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	2013-10-29T00:00:00	2014-08-28T00:00:00
MilosPetera.1958	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	2013-10-26	2017-10-26
MilosZeman.1944	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	1998-06-24T00:00:00	2002-06-20T00:00:00
MilosZeman.1944	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	1998-06-20	2002-06-20
MilosZeman.1944	politicalGroup	Poslanecký klub České strany sociálně demokratické	Political group Czech Social Democratic Party	ČSSD	1996-06-12T00:00:00	1998-06-19T00:00:00
MilosZeman.1944	politicalParty	Česká strana sociálně demokratická	Czech Social Democratic Party	CSSD	1996-06-01	1998-06-19
MilosZeman.1944	politicalGroup	ČSSD		ČSSD	1992-06-24T00:00:00	1992-12-17T23:00:00
MilosZeman.1944	politicalGroup	Klub Sociálně demokratické orientace		SDO	1992-01-21T00:00:00	1992-04-21T00:00:00
MilosZeman.1944	politicalGroup	Občanské hnutí		OH	1991-05-13T00:00:00	1991-12-20T00:00:00
MilosZeman.1944	politicalGroup	Občanské fórum		OF	1990-09-26T00:00:00	1991-03-19T00:00:00
MiloslavBaciak.1952	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2013-11-27T12:00:00
MiloslavBaciak.1952	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MiloslavJanulik.1962	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
MiloslavJanulik.1962	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
MiloslavJanulik.1962	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2013-10-30T00:00:00	2017-10-26T23:00:00
MiloslavJanulik.1962	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MiloslavRozner.1977	politicalGroup	Poslanecký klub Svoboda a přímá demokracie	Political group Freedom and Direct Democracy	SPD	2017-10-26T00:00:00	
MiloslavRozner.1977	politicalParty	Svoboda a prima demokracie - Tomio Okamura	Freedom and Direct Democracy - Tomio Okamura	SPD	2017-10-21	
MiloslavaRutova.1947	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2017-10-24T00:00:00	
MiloslavaRutova.1947	politicalParty	ANO2011	ANO2011	ANO2011	2017-10-21	
MiloslavaRutova.1947	politicalGroup	Poslanecký klub ANO 2011	Political group ANO 2011	ANO	2016-01-14T00:00:00	2017-10-26T23:00:00
MiloslavaRutova.1947	politicalParty	ANO2011	ANO2011	ANO2011	2013-10-26	2017-10-26
MiloslavaVostra.1965	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2017-10-24T00:00:00	
MiloslavaVostra.1965	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2017-10-21	
MiloslavaVostra.1965	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2013-10-27T00:00:00	2017-10-26T23:00:00
MiloslavaVostra.1965	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2013-10-27T00:00:00	2017-10-26T23:00:00
MiloslavaVostra.1965	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2013-10-26	2017-10-26
MiloslavaVostra.1965	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2010-06-02T00:00:00	2013-08-28T00:00:00
MiloslavaVostra.1965	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2010-06-02T00:00:00	2013-08-28T00:00:00
MiloslavaVostra.1965	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2010-05-29	2013-08-28
MiloslavaVostra.1965	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political Group of the Communist Party of Bohemia and Moravia	KSČM	2006-11-06T00:00:00	2010-06-03T14:00:00
MiloslavaVostra.1965	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political Group of the Communist Party of Bohemia and Moravia	KSČM	2006-06-08T00:00:00	2010-06-03T14:00:00
MiloslavaVostra.1965	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2006-06-03	2010-06-03
MiloslavaVostra.1965	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2002-06-19T00:00:00	2006-06-15T13:00:00
MiloslavaVostra.1965	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2002-06-15	2006-06-15
MiroslavGrebenicek.1947	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2017-10-24T00:00:00	
MiroslavGrebenicek.1947	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2017-10-21	
MiroslavGrebenicek.1947	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2013-10-27T00:00:00	2017-10-26T23:00:00
MiroslavGrebenicek.1947	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2013-10-26	2017-10-26
MiroslavGrebenicek.1947	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2010-06-02T00:00:00	2013-08-28T00:00:00
MiroslavGrebenicek.1947	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2010-05-29	2013-08-28
MiroslavGrebenicek.1947	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political Group of the Communist Party of Bohemia and Moravia	KSČM	2006-06-08T00:00:00	2010-06-03T14:00:00
MiroslavGrebenicek.1947	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2006-06-03	2010-06-03
MiroslavGrebenicek.1947	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2002-06-19T00:00:00	2002-09-17T00:00:00
MiroslavGrebenicek.1947	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	2002-06-19T00:00:00	2006-06-15T13:00:00
MiroslavGrebenicek.1947	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	2002-06-15	2006-06-15
MiroslavGrebenicek.1947	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Political group Communist Party of Bohemia and Moravia	KSČM	1998-06-23T00:00:00	2002-06-20T00:00:00
MiroslavGrebenicek.1947	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	1998-06-20	2002-06-20
MiroslavGrebenicek.1947	politicalGroup	Poslanecký klub Komunistické strany Čech a Moravy	Politcal group Communist Party of Bohemia and Moravia	KSČM	1996-06-03T00:00:00	1998-06-19T00:00:00
MiroslavGrebenicek.1947	politicalParty	Komunistická strana Čech a Moravy	Communist Party of Bohemia and Moravia	KSCM	1996-06-01	1998-06-19
MiroslavGrebenicek.1947	politicalGroup	Komunistická strana Čech a Moravy		KSČM	1991-10-09T00:00:00	1992-04-21T00:00:00
MiroslavGrebenicek.1947	politicalGroup	Komunistická strana Československa		KSČS	1990-09-26T00:00:00	1991-09-24T00:00:00
