speaker,role,election_period,meeting,sitting,agenda,word,sentence,paragraph,utterance,continuous,word_count,no_anchor
JanHamacek.1978,chair,ps2013,042,08,020,52120.0,58530.0,76570.0,81520.0,81520.0,151,16
RomanKubicek.1963,regular,ps2013,042,08,020,32800.0,35100.0,39060.0,39060.0,39060.0,85,7
MarekBenda.1968,regular,ps2013,042,08,020,43890.0,58270.0,60380.0,60380.0,60380.0,107,4
JiriDienstbier.1969,regular,ps2013,042,08,020,21170.0,20750.0,23480.0,23480.0,23480.0,60,4
JanHamacek.1978,chair,ps2013,42,8,18,11840.0,16710.0,17020.0,17670.0,17670.0,37,6
JiriDienstbier.1969,regular,ps2013,42,8,18,179950.0,208680.0,223650.0,228530.0,228530.0,405,21
JosefKott.1970,regular,ps2013,42,8,166,10200.0,92330.0,95010.0,95010.0,95010.0,19,0
JanHamacek.1978,chair,ps2013,42,8,166,55260.0,59570.0,78000.0,101810.0,101810.0,140,9
