id	word	start	end	absolute	audio_id	audio_source	audio_url	speaker	role
ps2017-002-01-017-016.u1.p1.s1.w1	16	405710.0	406420.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w1	Informace	406430.0	407030.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w2	o							VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w3	svolání	407040.0	407580.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w4	ustavujících	407590.0	408130.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w5	schůzí	408140.0	408590.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w6	výborů	408600.0	408960.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w7	Poslanecké	408970.0	409530.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w8	sněmovny	409540.0	410110.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w9	a	410340.0	410390.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w10	pověření	410400.0	410870.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w11	poslanců	410880.0	411510.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w12	řízením	411620.0	412020.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
ps2017-002-01-017-016.u1.p1.s2.w13	těchto	412030.0	412290.0	2017-11-28T19:18:00	ps2017-002-01-017-016.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/28/2017112819181932.mp3	2017ps/audio/2017/11/28/2017112819181932.mp3	VojtechPikal.1987	chair
