id	word	start	end	absolute	audio_id	audio_source	audio_url	speaker	role
ps2017-002-02-004-032.u1.p1.s1.w1	32	274650.0	275700.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w1	Žádost	276790.0	277280.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w2	o							RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w3	vyslovení	277290.0	277770.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w4	souhlasu	277780.0	278310.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w5	Poslanecké	278320.0	278910.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w6	sněmovny	278920.0	279450.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w7	k							RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w8	trestnímu	279460.0	279940.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w9	stíhání	279950.0	280470.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w10	poslance	280480.0	281140.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w11	Bohuslava	281380.0	281960.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p1.s2.w12	Svobody	281970.0	282590.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p2.s1.w1	Znovu	283230.0	283520.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p2.s1.w2	poprosím	283530.0	284210.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
ps2017-002-02-004-032.u1.p2.s1.w3	pana	284220.0	284470.0	2017-11-30T09:38:00	ps2017-002-02-004-032.audio1	https://www.psp.cz/eknih/2017ps/audio/2017/11/30/2017113009380952.mp3	2017ps/audio/2017/11/30/2017113009380952.mp3	RadekVondracek.1973	chair
