id	word	start	end	absolute	audio_id	audio_source	audio_url	speaker	role
ps2013-042-02-006-162.u1.p1.s1.w1	162	198560.0	200370.0	2016-03-02T11:48:00	ps2013-042-02-006-162.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/02/2016030211481202.mp3	2013ps/audio/2016/03/02/2016030211481202.mp3	PetrGazdik.1974	chair
ps2013-042-02-006-162.u1.p1.s2.w1	Vládní	200890.0	201210.0	2016-03-02T11:48:00	ps2013-042-02-006-162.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/02/2016030211481202.mp3	2013ps/audio/2016/03/02/2016030211481202.mp3	PetrGazdik.1974	chair
ps2013-042-02-006-162.u1.p1.s2.w2	návrh	201220.0	201460.0	2016-03-02T11:48:00	ps2013-042-02-006-162.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/02/2016030211481202.mp3	2013ps/audio/2016/03/02/2016030211481202.mp3	PetrGazdik.1974	chair
ps2013-042-02-006-162.u1.p1.s2.w3	zákona	201470.0	201920.0	2016-03-02T11:48:00	ps2013-042-02-006-162.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/02/2016030211481202.mp3	2013ps/audio/2016/03/02/2016030211481202.mp3	PetrGazdik.1974	chair
ps2013-042-02-006-162.u1.p1.s2.w5	kterým	201930.0	202210.0	2016-03-02T11:48:00	ps2013-042-02-006-162.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/02/2016030211481202.mp3	2013ps/audio/2016/03/02/2016030211481202.mp3	PetrGazdik.1974	chair
ps2013-042-02-006-162.u1.p1.s2.w6	se	202220.0	202340.0	2016-03-02T11:48:00	ps2013-042-02-006-162.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/02/2016030211481202.mp3	2013ps/audio/2016/03/02/2016030211481202.mp3	PetrGazdik.1974	chair
ps2013-042-02-006-162.u1.p1.s2.w7	mění	202350.0	202530.0	2016-03-02T11:48:00	ps2013-042-02-006-162.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/02/2016030211481202.mp3	2013ps/audio/2016/03/02/2016030211481202.mp3	PetrGazdik.1974	chair
ps2013-042-02-006-162.u1.p1.s2.w8	zákon	202540.0	202880.0	2016-03-02T11:48:00	ps2013-042-02-006-162.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/02/2016030211481202.mp3	2013ps/audio/2016/03/02/2016030211481202.mp3	PetrGazdik.1974	chair
ps2013-042-02-006-162.u1.p1.s2.w9	č	202890.0	203180.0	2016-03-02T11:48:00	ps2013-042-02-006-162.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/02/2016030211481202.mp3	2013ps/audio/2016/03/02/2016030211481202.mp3	PetrGazdik.1974	chair
ps2013-042-02-006-162.u1.p1.s2.w11	496							PetrGazdik.1974	chair
