id	word	start	end	absolute	audio_id	audio_source	audio_url	speaker	role
ps2013-042-03-005-217.u1.p1.s1.w1	217	428530.0	430490.0	2016-03-03T11:18:00	ps2013-042-03-005-217.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/03/2016030311181132.mp3	2013ps/audio/2016/03/03/2016030311181132.mp3	VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w1	Zpráva	434160.0	434690.0	2016-03-03T11:18:00	ps2013-042-03-005-217.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/03/2016030311181132.mp3	2013ps/audio/2016/03/03/2016030311181132.mp3	VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w2	o							VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w3	životním	434700.0	435280.0	2016-03-03T11:18:00	ps2013-042-03-005-217.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/03/2016030311181132.mp3	2013ps/audio/2016/03/03/2016030311181132.mp3	VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w4	prostředí	435290.0	436030.0	2016-03-03T11:18:00	ps2013-042-03-005-217.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/03/2016030311181132.mp3	2013ps/audio/2016/03/03/2016030311181132.mp3	VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w5	České	436040.0	436420.0	2016-03-03T11:18:00	ps2013-042-03-005-217.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/03/2016030311181132.mp3	2013ps/audio/2016/03/03/2016030311181132.mp3	VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w6	republiky	436430.0	437040.0	2016-03-03T11:18:00	ps2013-042-03-005-217.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/03/2016030311181132.mp3	2013ps/audio/2016/03/03/2016030311181132.mp3	VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w7	v							VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w8	roce	437050.0	437350.0	2016-03-03T11:18:00	ps2013-042-03-005-217.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/03/2016030311181132.mp3	2013ps/audio/2016/03/03/2016030311181132.mp3	VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w9	2014							VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w11	sněmovní	439210.0	439530.0	2016-03-03T11:18:00	ps2013-042-03-005-217.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/03/2016030311181132.mp3	2013ps/audio/2016/03/03/2016030311181132.mp3	VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w12	tisk	439540.0	439760.0	2016-03-03T11:18:00	ps2013-042-03-005-217.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/03/2016030311181132.mp3	2013ps/audio/2016/03/03/2016030311181132.mp3	VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p1.s2.w13	667	439770.0	440810.0	2016-03-03T11:18:00	ps2013-042-03-005-217.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/03/2016030311181132.mp3	2013ps/audio/2016/03/03/2016030311181132.mp3	VojtechFilip.1955	chair
ps2013-042-03-005-217.u1.p2.s1.w1	Požádám	443030.0	443690.0	2016-03-03T11:18:00	ps2013-042-03-005-217.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/03/2016030311181132.mp3	2013ps/audio/2016/03/03/2016030311181132.mp3	VojtechFilip.1955	chair
