id	word	start	end	absolute	audio_id	audio_source	audio_url	speaker	role
ps2013-042-07-012-131.u1.p1.s1.w1	131	648110.0	650070.0	2016-03-10T09:58:00	ps2013-042-07-012-131.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/10/2016031009581012.mp3	2013ps/audio/2016/03/10/2016031009581012.mp3	JaroslavaPokornaJermanova.1970	chair
ps2013-042-07-012-131.u1.p1.s2.w1	Vládní	650400.0	650860.0	2016-03-10T09:58:00	ps2013-042-07-012-131.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/10/2016031009581012.mp3	2013ps/audio/2016/03/10/2016031009581012.mp3	JaroslavaPokornaJermanova.1970	chair
ps2013-042-07-012-131.u1.p1.s2.w2	návrh	650870.0	651220.0	2016-03-10T09:58:00	ps2013-042-07-012-131.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/10/2016031009581012.mp3	2013ps/audio/2016/03/10/2016031009581012.mp3	JaroslavaPokornaJermanova.1970	chair
ps2013-042-07-012-131.u1.p1.s2.w4	kterým	651230.0	651520.0	2016-03-10T09:58:00	ps2013-042-07-012-131.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/10/2016031009581012.mp3	2013ps/audio/2016/03/10/2016031009581012.mp3	JaroslavaPokornaJermanova.1970	chair
ps2013-042-07-012-131.u1.p1.s2.w5	se	651530.0	651680.0	2016-03-10T09:58:00	ps2013-042-07-012-131.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/10/2016031009581012.mp3	2013ps/audio/2016/03/10/2016031009581012.mp3	JaroslavaPokornaJermanova.1970	chair
ps2013-042-07-012-131.u1.p1.s2.w6	předkládá	651690.0	652290.0	2016-03-10T09:58:00	ps2013-042-07-012-131.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/10/2016031009581012.mp3	2013ps/audio/2016/03/10/2016031009581012.mp3	JaroslavaPokornaJermanova.1970	chair
ps2013-042-07-012-131.u1.p1.s2.w7	Parlamentu	652300.0	652850.0	2016-03-10T09:58:00	ps2013-042-07-012-131.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/10/2016031009581012.mp3	2013ps/audio/2016/03/10/2016031009581012.mp3	JaroslavaPokornaJermanova.1970	chair
ps2013-042-07-012-131.u1.p1.s2.w8	České	652860.0	653280.0	2016-03-10T09:58:00	ps2013-042-07-012-131.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/10/2016031009581012.mp3	2013ps/audio/2016/03/10/2016031009581012.mp3	JaroslavaPokornaJermanova.1970	chair
ps2013-042-07-012-131.u1.p1.s2.w9	republiky	653290.0	653880.0	2016-03-10T09:58:00	ps2013-042-07-012-131.audio1	https://www.psp.cz/eknih/2013ps/audio/2016/03/10/2016031009581012.mp3	2013ps/audio/2016/03/10/2016031009581012.mp3	JaroslavaPokornaJermanova.1970	chair
ps2013-042-07-012-131.u1.p1.s2.w10	k							JaroslavaPokornaJermanova.1970	chair
