speaker,role,election_period,meeting,sitting,agenda,word,sentence,paragraph,utterance,continuous,word_count,no_anchor
JiriZlatuska.1957,regular,ps2013,042,05,009,48450.0,76680.0,83450.0,84340.0,84340.0,122,18
JaroslavaPokornaJermanova.1970,chair,ps2013,042,05,009,66380.0,65040.0,78180.0,86780.0,86780.0,191,17
IvanPilny.1944,regular,ps2013,042,05,009,23180.0,29110.0,31620.0,31620.0,31620.0,64,2
KarelRais.1949,regular,ps2013,042,05,009,9070.0,12170.0,13310.0,13310.0,13310.0,23,4
JiriMihola.1972,regular,ps2013,042,05,009,15540.0,22390.0,23360.0,23360.0,23360.0,34,4
FrantisekVacha.1966,regular,ps2013,042,05,009,25820.0,31440.0,34420.0,34420.0,34420.0,57,2
JaroslavaPokornaJermanova.1970,chair,ps2013,42,5,15,13700.0,13790.0,20270.0,20690.0,20690.0,32,3
SvatoplukNemecek.1972,regular,ps2013,42,5,15,200950.0,218120.0,228010.0,236710.0,236710.0,453,26
