speaker,unanchored,words_per_minute
JanFarsky.1979,0.06801470588235294,107.64512162372263
MartinKomarek.1961,0.05472636815920398,112.615557008124
MartinLank.1976,0.07944643772424398,131.7264195530349
JaroslavFaltynek.1962,0.10311284046692606,114.55740871438654
MiroslavOpalka.1952,0.05125628140703518,100.37493484876506
AugustinKarelAndrleSylor.1946,0.08265582655826559,94.83017089990149
JiriKoubek.1976,0.1569746699964324,117.31633137085298
JosefNekl.1953,0.1233140655105973,136.69285808349065
JeronymTejc.1977,0.06836544437538844,118.85430068143624
MarekBenda.1968,0.06394672867561568,117.19020958232176
RobertPelikan.1979,0.07193119624706802,97.03728993589014
KarelSidlo.1957,0.06562847608453838,106.80976614324469
HelenaValkova.1951,0.08359456635318704,114.50906879119344
BronislavSchwarz.1966,0.1437908496732026,172.4267468069121
BohuslavSvoboda.1944,0.07539936102236422,95.45010978287387
OlgaHavlova.1953,0.04973624717407687,109.22260175315857
MargitaBalastikova.1967,0.0572192513368984,114.53069973970295
MarieBenesova.1948,0.07602339181286549,97.63989341454129
DavidKadner.1976,0.05644402634054563,104.95310185947012
MartinPlisek.1974,0.062267657992565055,108.1370808348129
RadkaMaxova.1968,0.06138211382113821,115.10297661288436
JiriDienstbier.1969,0.061928744637194555,116.24990513088325
MichalKucera.1968,0.06914893617021277,113.89337641357027
LukasPleticha.1974,0.09535452322738386,101.9275560965791
StanislavGrospic.1964,0.07908428720083246,98.13966946368696
JiriHolecek.1972,0.07421150278293136,109.00082576383154
ZdenekOndracek.1969,0.07,117.55814929884961
JiriZemanek.1965,0.08196721311475409,96.78698928996431
LadislavVelebny.1957,0.04878048780487805,118.32611832611833
JosefSenfeld.1961,0.08078602620087336,109.42539720463505
JaroslavKrakora.1955,0.0745721271393643,106.76992690567351
VitKankovsky.1970,0.06284737067122702,120.91917181482152
JosefZahradnicek.1957,0.08,117.50881316098707
RadekVondracek.1973,0.11813186813186813,153.3707865168539
KristynaZelienkova.1974,0.0875,142.69257924268885
VlastaBohdalova.1957,0.09026927784577723,101.62902916496058
MilanUrban.1958,0.07119741100323625,103.59278091300219
SvatoplukNemecek.1972,0.052076875387476754,108.50383990133975
PavelAntonin.1962,0.09210526315789473,134.87133984028392
JaroslavKlaska.1962,0.07851239669421488,120.0099181750558
JosefNovotny.1952,0.04924242424242424,103.90632687198662
KarelCerny.1965,0.08055009823182711,110.89727295834999
GabrielaHubackova.1975,0.05542168674698795,106.83485648088556
MilanBrazdil.1962,0.06722689075630252,138.4861562333317
RostislavVyzula.1952,0.06272401433691756,105.83549345640766
LubomirZaoralek.1956,0.09510763209393347,123.37829572159805
ZdenekSyblik.1956,0.05511811023622047,118.09376210771019
MilanSarapatka.1955,0.15053763440860216,118.14524666525514
AnnaPutnova.1960,0.053953488372093024,107.45522698875469
IvoPojezny.1961,0.04984423676012461,104.48935304489353
PavelPloc.1964,0.17647058823529413,118.53573503776875
IvanaDobesova.1960,0.05405405405405406,110.08175705094094
KarelSchwarzenberg.1937,0.07396449704142012,103.31652147333027
RadimFiala.1969,0.05426356589147287,116.8231352069309
JaroslavHolik.1953,0.05421686746987952,97.25612733131531
VaclavSnopek.1951,0.1,116.0541586073501
JiriKoskuba.1955,0.03608247422680412,98.53551172437146
JiriBehounek.1952,0.14705882352941177,138.77551020408163
FrantisekAdamek.1955,0.0797872340425532,111.25357530328435
JiriPetru.1956,0.09162303664921466,125.44469377702369
JiriZlatuska.1957,0.06363636363636363,82.48195707189052
JaroslavFoldyna.1960,0.08176100628930817,163.97387418356823
