speaker,role,election_period,meeting,sitting,agenda,word,sentence,paragraph,utterance,continuous,word_count,no_anchor
JitkaChalankova.1957,regular,ps2013,042,07,224,36820.0,41360.0,44500.0,44610.0,44610.0,89,7
JanHamacek.1978,chair,ps2013,042,07,224,21470.0,18630.0,21090.0,21090.0,21090.0,64,4
SimeonKaramazov.1963,regular,ps2013,042,07,224,47610.0,47000.0,55560.0,56470.0,56470.0,135,11
JanaHnykova.1963,regular,ps2013,042,07,224,89460.0,95060.0,104380.0,106610.0,106610.0,220,7
JosefKott.1970,regular,ps2013,042,07,224,70080.0,88730.0,97510.0,99350.0,99350.0,181,19
HelenaLangsadlova.1963,regular,ps2013,042,07,224,51240.0,55200.0,59480.0,60720.0,60720.0,119,5
PavlaGolasowska.1964,regular,ps2013,042,07,224,70600.0,76070.0,91160.0,93290.0,93290.0,212,18
MariePencikova.1979,regular,ps2013,042,07,224,71520.0,77490.0,85300.0,86150.0,86150.0,232,12
