speaker,role,election_period,meeting,sitting,agenda,word,sentence,paragraph,utterance,continuous,word_count,no_anchor
MarketaPekarovaAdamova.1984,regular,ps2013,042,06,014,29460.0,32060.0,37110.0,37110.0,37110.0,84,5
VojtechFilip.1955,chair,ps2013,042,06,014,61270.0,60480.0,91940.0,96030.0,96030.0,154,19
AdolfBeznoska.1961,regular,ps2013,042,06,014,143480.0,162690.0,172700.0,177080.0,177080.0,377,23
JanaHnykova.1963,regular,ps2013,042,06,014,11570.0,11570.0,12260.0,12260.0,12260.0,25,1
VitKankovsky.1970,regular,ps2013,042,06,014,11810.0,12830.0,14060.0,14060.0,14060.0,26,1
VojtechFilip.1955,chair,ps2013,42,6,10,62710.0,88000.0,95440.0,96670.0,96670.0,178,34
JanMladek.1960,regular,ps2013,42,6,10,76180.0,93450.0,99110.0,101760.0,101760.0,211,23
MilanUrban.1958,regular,ps2013,42,6,10,33340.0,44640.0,47560.0,47560.0,47560.0,97,12
