speaker,sentence-word,paragraph-sentence,utterance-paragraph
RomanKubicek.1963,0.21566055714365787,0.08256456141433464,0.02613128743414595
IvanPilny.1944,0.15333199986665333,0.06563045103413905,0.03337598795634174
PetrKudela.1969,0.18150941865888032,0.11986579456932014,0.025639910968908674
StepanStupcuk.1976,0.20480955230527298,0.09584266552583234,0.015216475428118261
IvanAdamec.1960,0.3777082840162964,0.15111421349324702,0.009874965966448154
MartinKolovratnik.1975,0.10009116259116259,0.06824058459808881,0.013870240573533251
PavelKovacik.1955,0.1689616627651733,0.07969556012762025,0.024271738735134742
MiroslavKalousek.1960,0.15106200019774865,0.09108808431257745,0.018593550387265408
LeosHeger.1948,0.16552237240910975,0.07447408311150547,0.018831307218289902
JiriStetina.1941,0.22931862821943325,0.09277772665289083,0.041642948198866325
JanaLorencova.1940,0.2569396964310133,0.16546844687892273,0.001253704125826305
VitezslavJandak.1947,0.04563233376792699,0.18663838812301167,0.0
FrantisekVacha.1966,0.20622080823123265,0.09153522122805399,0.015140962359567574
HerbertPavera.1958,0.2694973620891371,0.06268298486462999,0.027065928535480625
JosefHajek.1956,0.17671219791766166,0.056336758608256716,0.012945415721339917
VaclavZemek.1974,0.23396855853302226,0.10956005125616433,0.03305986821108754
ZdenekSoukup.1952,0.12128042698172115,0.1897109147019923,0.044492587911977695
ZuzanaKailova.1974,-0.0035460992907801418,0.1632047477744807,0.0
LadislavOklestek.1961,0.14720812182741116,0.06066524961222497,0.017164474055671616
RomKostrica.1949,0.2107327596773798,0.05572017223019584,0.042830870133611046
JanVolny.1959,0.13640233121603038,0.08873373910967895,0.0
RomanProchazka.1968,0.12441803479539329,0.06613272311212814,0.00788921051137976
MartinaBerdychova.1971,0.06387921022067364,0.05446958049637601,0.0
JiriSkalicky.1954,0.13289273004575497,0.0863668334372885,0.031365289936112505
JaroslavZavadil.1944,0.4999427459063323,0.08141369517197854,0.007599323576692624
JanFarsky.1979,0.17537830072513338,0.07272081398594302,0.07160322822292264
MartinKomarek.1961,0.15748197273540712,0.0940778180431051,0.020823606312447476
MartinLank.1976,0.1298586227115773,0.09468394448605959,0.04607498930974726
JaroslavFaltynek.1962,0.1875418919522767,0.15362505200257176,0.01782994688161658
MiroslavOpalka.1952,0.12783751493428913,0.0952140179583297,0.03567765690939355
AugustinKarelAndrleSylor.1946,0.21118586251006774,0.0771080649745305,0.020409474450678887
JiriKoubek.1976,0.3323373122834039,0.07323479241458558,0.02263595524428695
JosefNekl.1953,0.12755660917191203,0.08351938147110385,0.02346985060649958
JeronymTejc.1977,0.17337816561257438,0.05873930899363249,0.019729025983219555
MarekBenda.1968,0.21657935539510262,0.07706897829147218,0.024767130753604517
RobertPelikan.1979,0.2432786608048698,0.07741507741507742,0.02731307613519973
KarelSidlo.1957,0.08154441161133322,0.05138405095121298,0.03928635076533138
HelenaValkova.1951,0.22776209337603237,0.0335953088732337,0.020550608740739263
BronislavSchwarz.1966,0.13353846153846155,0.0843350864012021,0.0
BohuslavSvoboda.1944,0.30063674788933914,0.0539666466905003,0.016203138976986258
OlgaHavlova.1953,0.10130461992714669,0.12482269503546099,0.02321083172147002
MargitaBalastikova.1967,0.22181004732517226,0.0702056942179857,0.023365487674169346
MarieBenesova.1948,0.12016239586628703,0.09754472782641797,0.0
DavidKadner.1976,0.13004977312251384,0.14912832723871078,0.03249958861280237
MartinPlisek.1974,0.19133474104688167,0.05630052684167499,0.01653769276294485
RadkaMaxova.1968,0.11974053753249803,0.05643798303332622,0.04949583960446999
JiriDienstbier.1969,0.12826077220297302,0.05632996503630845,0.059368189752689766
MichalKucera.1968,0.1855106100795756,0.04868047523919672,0.039680936995153474
LukasPleticha.1974,0.20311628089755177,0.1380560109474711,0.05674037579835584
StanislavGrospic.1964,0.18851701001515062,0.036804700085283804,0.10191819992170613
JiriHolecek.1972,0.1815689462837263,0.08507620184406733,0.02581775897807514
ZdenekOndracek.1969,0.2008201094495511,0.06520654915428131,0.017871637696979876
JiriZemanek.1965,0.27208778840742825,0.05541528239202658,0.00502446119264842
LadislavVelebny.1957,0.032924107142857144,0.13804713804713806,0.0
JosefSenfeld.1961,0.14017857142857143,0.04611266577442511,0.0181579261736949
JaroslavKrakora.1955,0.16401086355661307,0.07781816569883417,0.01849112426035503
VitKankovsky.1970,0.10774753842344831,0.06890926178781054,0.028217919886955996
JosefZahradnicek.1957,0.16101207590569291,0.016680802940344925,0.07638072855464159
RadekVondracek.1973,0.08681821708433549,0.07079518419724605,0.02591292134831461
KristynaZelienkova.1974,0.07926123898041405,0.04298530253865242,0.02660622050462636
VlastaBohdalova.1957,0.11222678122903171,0.07861953506693876,0.052649310396657975
MilanUrban.1958,0.24914675767918087,0.07383156468728833,0.01011342683131251
SvatoplukNemecek.1972,0.09479229989868287,0.0419955998447004,0.13369583496832782
PavelAntonin.1962,0.14598228577526412,0.06932168040520409,0.007295671891945184
JaroslavKlaska.1962,0.10178779983828946,0.02058952925648922,0.060666170757913876
JosefNovotny.1952,0.1622414551855655,0.06121324795152517,0.04732854472104694
KarelCerny.1965,0.06356000646099176,0.07351565715140858,0.029412832709974943
GabrielaHubackova.1975,0.14777409305597428,0.05775968184830982,0.09374865920109839
MilanBrazdil.1962,0.07671341775026971,0.13040687339522022,0.0179896232361926
RostislavVyzula.1952,0.14981136222116406,0.11161367999739677,0.028545236138332174
LubomirZaoralek.1956,0.19638744894381213,0.08616090759504633,0.07067894279367737
ZdenekSyblik.1956,0.177819937909624,0.08900934873124362,0.013638124757845796
MilanSarapatka.1955,0.2595696489241223,0.04021739130434782,0.026042769426212153
AnnaPutnova.1960,0.12430462305774026,0.10995390131466622,0.024239900041649314
IvoPojezny.1961,0.11257386033126167,0.0957588173412325,0.02015461820154618
PavelPloc.1964,0.03460514640638864,0.3451481696687972,0.0
IvanaDobesova.1960,0.20387779885112364,0.0962686199072704,0.019205650428136035
KarelSchwarzenberg.1937,0.18866563055062166,0.06560863025776671,0.017728870548677975
RadimFiala.1969,0.05132263965104826,0.1168411569169592,0.0283152715307755
JaroslavHolik.1953,0.12794811320754718,0.16197252692953848,0.011912899130944244
VaclavSnopek.1951,0.08244589488148403,0.1956341530809616,0.0
JiriKoskuba.1955,0.08230877522290005,0.0835985206846134,0.015745365275543894
JiriBehounek.1952,0.1117061973986228,0.1108843537414966,0.0
FrantisekAdamek.1955,0.15515132173820542,0.06112359550561798,0.012476575599171516
JiriPetru.1956,0.15375450601820737,0.07897920711291184,0.027393136664659843
JiriZlatuska.1957,0.3067101331160011,0.05865805709171115,0.022620051863654827
JaroslavFoldyna.1960,0.09294755877034358,0.049501546923341355,0.0
